title,text
University student working menial summer job unaware it will be permanent job after graduation - The Beaverton,"WINDSOR – A third year University of Windsor student working at a menial job for the summer months is unaware that after she graduates, she will return to the position permanently."
University revolutionary pretty sure intelligentsia won’t get purged this time - The Beaverton,"TORONTO – Two years into his undergraduate degree, local student Sam Taylor is convinced he won’t be one of the ones put up against the wall when the revolution comes."
‘I'm going to business school’ reports man who just gave up - The Beaverton,Toronto – Self identified failure James Octin has decided to go to University of Western Ontario for a Masters in Business Administration after giving up on all other possible options.
Acadia University: The Beaverton University Reviews - The Beaverton,Name: Acadia University
Dalhousie University: The Beaverton University Reviews - The Beaverton,Name: Dalhousie
OCAD University: University Reviews 2014 - The Beaverton,Name: OCAD University
Ryerson University: The Beaverton University Reviews - The Beaverton,Name: Ryerson University
NDP claim Liberals stole their idea to form majority government - The Beaverton,OTTAWA — NDP leader Thomas Mulcair has blasted the incoming Liberal government for stealing his party’s idea to form a strong majority government.
Sun newspapers still reporting Harper majority - The Beaverton,"Despite the results being posted two days ago, Sun newspaper outlets have steadfastly denied the existence of a Liberal majority government and have continued to assume Conservative leader Stephen Harper will carry on his mandate as Prime Minister."
90-year-old who has never voted proudly casts first ballot for Social Credit party - The Beaverton,"WINNIPEG – For the first time in his long life, habitual abstainer Jack Pilman will cast a ballot in a Canadian election, throwing his support behind the Social Credit party."
Conservatives unveil last minute attack ad accusing Justin of supporting Kansas City - The Beaverton,"TORONTO – In a last minute gamble for GTA seats, the Conservative Party unveiled a new attack ad over the weekend suggesting Liberal leader Justin Trudeau wanted the Kansas City Royals to defeat the Toronto Blue Jays in the ALCS."
World leaders divided on attending state funeral for Hawaiian pizza inventor - The Beaverton,"LONDON, ON – World leaders are already divided on whether they will be attending the state funeral on Monday for the controversial Canadian man who invented the Hawaiian pizza."
Theresa May forms coalition with Northern Irish Unionists after agreeing to re-invade the rest of Ireland - The Beaverton,LONDON – British Prime Minister Theresa May has secured a coalition government deal with the Democratic Unionist Party of Northern Ireland after promising to re-occupy the Irish Republic.
Jealous Macron angrily refreshing Trudeau-Obama coverage every five seconds - The Beaverton,"PARIS — The so-called “bromance” between former US President Barack Obama and Canadian Justin Trudeau has once again captured the world’s imagination, according to French president Emmanuel Macron, whom staffers say has been angrily refreshing coverage of the encounter every five seconds since yesterday."
"Canadian tourist causes chaos after replying ""I'm good"" to yes or no question - The Beaverton","CAPE TOWN, SA – A Canadian visiting South Africa has caused chaos by giving a polite, yet vague, non-answer to a question asked by a server at a local restaurant."
"Megyn Kelly, NBC to provide “much needed platform” to Holocaust deniers - The Beaverton","NEW YORK — After using the first two episodes of her nationally broadcast, Sunday night news magazine as a soapbox for scrappy underdogs Vladimir Putin and Alex Jones, Megyn Kelly and NBC News announced this week plans to provide a much needed platform for the most marginalized of all American voices, Holocaust deniers."
"Trump pulls out of climate change agreement in hopes climate will cave, give better deal - The Beaverton","WASHINGTON D.C. — President Donald Trump has announced that America will be withdrawing from the Paris Accord on Climate Change, a move which his administration says will force the climate to agree to U.S. terms."
Entire G7 waits for Trump to leave so they can start real summit - The Beaverton,"SICILY – After two days of shuffling blank papers and waving shiny objects, heads of state from G7 countries have begun preparing for the actual summit scheduled to commence after Donald Trump’s Saturday evening departure."
Nepotism in the White House: Jared Kushner now gets to shave the president’s back - The Beaverton,"DISTRICT OF COLUMBIA – In what critics have described as ‘blatant nepotism’, President Trump has empowered son-in-law Jared Kushner to be the person who shaves his back."
Canadians Learn About Gandhi and Serial Killer Gilles de Rais - The Beaverton, 
"September 28, 1972: Paul Henderson's goal causes World War III - The Beaverton",MOSCOW — Team Canada’s Paul Henderson’s game winning goal against the Soviet Union in the Summit Series has unleashed a nuclear apocalypse against the West.
Diefenbaker cancels Arrow program after discovering aircraft lacks cupholder - The Beaverton,WINNIPEG – Prime Minister John Diefenbaker has ordered production of Canada’s most advanced interceptor to cease after noticing the aircraft lacked cup holder capability.
"October 20, 1970: FLQ cell requires Bescherelle to write this week’s ransom note - The Beaverton",MONTREAL – Members of the Front de libération du Québec ‘Liberation Cell’ were forced to use a Bescherelle after struggling with their French grammar writing their weekly ransom note
Concussed Crosby tattoos 'you won the 2017 Stanley Cup' reminder on his torso - The Beaverton,"PITTSBURGH – In the early morning hours after winning his third Stanley Cup while suffering from what is at least his fifth concussion, Penguins captain Sidney Crosby was seen getting a reminder of his accomplishment tattooed on his body."
